createdAt,userName,action,entityType,entityId,description
2026-09-14T07:19:16.828Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-14T07:05:40.977Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-14T07:05:09.725Z,Firman,task.statusChange,Task,cmu0umscu000irm01cp08230w,"Mengubah status task ""BOM"" (project ""Testing Prima"") menjadi TODO"
2026-09-14T07:03:00.582Z,Firman,task.statusChange,Task,cmu0umscu000irm01cp08230w,"Mengubah status task ""BOM"" (project ""Testing Prima"") menjadi TODO"
2026-09-14T06:50:54.406Z,Firman,auth.login,Auth,cmtr1g3fg0011jvs00u4a8s3q,"""Firman"" login"
2026-09-14T06:50:50.336Z,Dirga,auth.loginFailed,Auth,cmtr1g3fu0015jvs0u5ztl62b,"Percobaan login gagal (password salah) untuk ""Dirga"""
2026-09-14T06:50:41.099Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-14T06:50:32.653Z,Wisnuazi,auth.loginFailed,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"Percobaan login gagal (password salah) untuk ""Wisnuazi"""
2026-09-14T06:49:58.481Z,Wisnuazi,auth.loginFailed,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"Percobaan login gagal (password salah) untuk ""Wisnuazi"""
2026-09-14T06:49:51.618Z,Super Admin,auth.loginFailed,Auth,cmtqv9to20000jv4ssyxfce20,"Percobaan login gagal (password salah) untuk ""Super Admin"""
2026-09-14T06:33:37.298Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-14T06:31:19.782Z,Wisnuazi,materialRequest.unlock,Project,cmu0uj90u0005rm01h7ggk56i,"Unlock pengajuan Bahan Baku project ""Testing Prima"""
2026-09-14T06:29:42.974Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-14T06:25:56.896Z,Angga,materialRequest.lock,Project,cmu0uj90u0005rm01h7ggk56i,"Lock pengajuan Bahan Baku project ""Testing Prima"""
2026-09-14T06:25:44.466Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-14T06:25:13.156Z,Rafif,materialRequest.process,MaterialRequest,cmu0uvi3b0035rm01y03sqvsq,"Memproses pengajuan ""Mechanical 1"" (project ""Testing Prima"") menjadi COMPLETED"
2026-09-14T06:25:11.957Z,Rafif,materialRequest.process,MaterialRequest,cmu0uwb14003erm01t2by82bp,"Memproses pengajuan ""Software Pendukung"" (project ""Testing Prima"") menjadi COMPLETED"
2026-09-14T06:25:03.501Z,Rafif,auth.login,Auth,cmtr1g3d0000djvs018il0b8i,"""Rafif"" login"
2026-09-14T06:24:36.467Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-14T06:24:12.240Z,Angga,materialRequest.unlock,Project,cmu0uj90u0005rm01h7ggk56i,"Unlock pengajuan Bahan Baku project ""Testing Prima"""
2026-09-14T06:24:10.975Z,Angga,materialRequest.lock,Project,cmu0uj90u0005rm01h7ggk56i,"Lock pengajuan Bahan Baku project ""Testing Prima"""
2026-09-14T06:23:46.462Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-14T06:23:31.273Z,Rafif,materialRequest.process,MaterialRequest,cmu0uvi3b0035rm01y03sqvsq,"Memproses pengajuan ""Mechanical 1"" (project ""Testing Prima"") menjadi PROCESSING"
2026-09-14T06:23:30.535Z,Rafif,materialRequest.process,MaterialRequest,cmu0uwb14003erm01t2by82bp,"Memproses pengajuan ""Software Pendukung"" (project ""Testing Prima"") menjadi PROCESSING"
2026-09-14T06:23:04.586Z,Rafif,auth.login,Auth,cmtr1g3d0000djvs018il0b8i,"""Rafif"" login"
2026-09-14T06:22:58.941Z,Angga,materialRequest.review,MaterialRequest,cmu0uvi3b0035rm01y03sqvsq,"Menyetujui pengajuan ""Mechanical 1"" (project ""Testing Prima"")"
2026-09-14T06:22:58.157Z,Angga,materialRequest.review,MaterialRequest,cmu0uwb14003erm01t2by82bp,"Menyetujui pengajuan ""Software Pendukung"" (project ""Testing Prima"")"
2026-09-14T06:22:55.978Z,Angga,materialRequest.submit,MaterialRequest,,"Mengajukan bahan baku ""Software Pendukung"" untuk project ""Testing Prima"" (SBOM)"
2026-09-14T06:22:18.495Z,Angga,materialRequest.submit,MaterialRequest,,"Mengajukan bahan baku ""Mechanical 1"" untuk project ""Testing Prima"" (MBOM)"
2026-09-14T06:20:52.025Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-14T06:20:38.569Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-14T06:20:08.336Z,Tarmono,auth.loginFailed,Auth,cmtr1g3e4000qjvs0qkxak1vt,"Percobaan login gagal (password salah) untuk ""Tarmono"""
2026-09-14T06:20:05.298Z,Dirga,auth.loginFailed,Auth,cmtr1g3fu0015jvs0u5ztl62b,"Percobaan login gagal (password salah) untuk ""Dirga"""
2026-09-14T06:19:57.140Z,Dirga,auth.loginFailed,Auth,cmtr1g3fu0015jvs0u5ztl62b,"Percobaan login gagal (password salah) untuk ""Dirga"""
2026-09-14T06:19:54.245Z,Dirga,auth.loginFailed,Auth,cmtr1g3fu0015jvs0u5ztl62b,"Percobaan login gagal (password salah) untuk ""Dirga"""
2026-09-14T06:19:30.223Z,Angga,task.statusChange,Task,cmu0uks6g000arm01xwus73h7,"Mengubah status task ""Requirement Intake"" (project ""Testing Prima"") menjadi TODO"
2026-09-14T06:19:28.761Z,Angga,task.statusChange,Task,cmu0uks6g000arm01xwus73h7,"Mengubah status task ""Requirement Intake"" (project ""Testing Prima"") menjadi IN_PROGRESS"
2026-09-14T06:19:24.792Z,Angga,task.statusChange,Task,cmu0uks6g000arm01xwus73h7,"Mengubah status task ""Requirement Intake"" (project ""Testing Prima"") menjadi TODO"
2026-09-14T06:18:51.531Z,Angga,task.statusChange,Task,cmu0ulnfz000drm01x3xf44l1,"Mengubah status task ""PRD Devinition"" (project ""Testing Prima"") menjadi TODO"
2026-09-14T06:18:50.680Z,Angga,task.statusChange,Task,cmu0uks6g000arm01xwus73h7,"Mengubah status task ""Requirement Intake"" (project ""Testing Prima"") menjadi TODO"
2026-09-14T06:18:49.807Z,Angga,task.statusChange,Task,cmu0ulnfz000drm01x3xf44l1,"Mengubah status task ""PRD Devinition"" (project ""Testing Prima"") menjadi IN_PROGRESS"
2026-09-14T06:18:48.482Z,Angga,task.statusChange,Task,cmu0uks6g000arm01xwus73h7,"Mengubah status task ""Requirement Intake"" (project ""Testing Prima"") menjadi IN_PROGRESS"
2026-09-14T06:18:45.030Z,Angga,task.statusChange,Task,cmu0uks6g000arm01xwus73h7,"Mengubah status task ""Requirement Intake"" (project ""Testing Prima"") menjadi TODO"
2026-09-14T06:18:43.933Z,Angga,task.statusChange,Task,cmu0uks6g000arm01xwus73h7,"Mengubah status task ""Requirement Intake"" (project ""Testing Prima"") menjadi IN_PROGRESS"
2026-09-14T06:18:41.798Z,Angga,task.statusChange,Task,cmu0uks6g000arm01xwus73h7,"Mengubah status task ""Requirement Intake"" (project ""Testing Prima"") menjadi TODO"
2026-09-14T06:18:19.693Z,Angga,subtask.create,Subtask,,"Menambahkan subtask ""QC List"" pada task ""Design Product"""
2026-09-14T06:18:13.272Z,Angga,subtask.create,Subtask,,"Menambahkan subtask ""Electrical Design"" pada task ""Design Product"""
2026-09-14T06:18:04.995Z,Angga,subtask.create,Subtask,,"Menambahkan subtask ""Software Design"" pada task ""Design Product"""
2026-09-14T06:17:27.359Z,Angga,subtask.create,Subtask,,"Menambahkan subtask ""Mechanical Design"" pada task ""Design Product"""
2026-09-14T06:17:09.622Z,Angga,task.create,Task,,"Menambahkan task ""Design Product"" di stage DESIGN pada project ""Testing Prima"""
2026-09-14T06:15:57.612Z,Angga,subtask.update,Subtask,cmu0umzhd000mrm0164i35se3,"Menandai subtask ""MBOM"" (task ""BOM"") sebagai belum selesai"
2026-09-14T06:15:55.921Z,Angga,subtask.update,Subtask,cmu0umzhd000mrm0164i35se3,"Menandai subtask ""MBOM"" (task ""BOM"") sebagai selesai"
2026-09-14T06:15:50.687Z,Angga,subtask.create,Subtask,,"Menambahkan subtask ""SBOM"" pada task ""BOM"""
2026-09-14T06:15:47.743Z,Angga,subtask.create,Subtask,,"Menambahkan subtask ""EBOM"" pada task ""BOM"""
2026-09-14T06:15:44.297Z,Angga,subtask.create,Subtask,,"Menambahkan subtask ""QBOM"" pada task ""BOM"""
2026-09-14T06:15:41.108Z,Angga,subtask.create,Subtask,,"Menambahkan subtask ""MBOM"" pada task ""BOM"""
2026-09-14T06:15:31.869Z,Angga,task.create,Task,,"Menambahkan task ""BOM"" di stage REQUIREMENT pada project ""Testing Prima"""
2026-09-14T06:14:38.859Z,Angga,task.create,Task,,"Menambahkan task ""PRD Devinition"" di stage REQUIREMENT pada project ""Testing Prima"""
2026-09-14T06:13:58.349Z,Angga,task.create,Task,,"Menambahkan task ""Requirement Intake"" di stage REQUIREMENT pada project ""Testing Prima"""
2026-09-14T06:12:55.966Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-14T06:12:46.996Z,Wisnuazi,project.create,Project,cmu0uj90u0005rm01h7ggk56i,"Membuat project ""Testing Prima"""
2026-09-14T05:12:10.188Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-14T03:50:34.985Z,Kia,auth.login,Auth,cmtr1g3dr000njvs0n1qlg4tf,"""Kia"" login"
2026-09-14T02:48:35.905Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-14T02:38:41.946Z,Super Admin,auth.loginFailed,Auth,cmtqv9to20000jv4ssyxfce20,"Percobaan login gagal (password salah) untuk ""Super Admin"""
2026-09-14T02:38:31.979Z,Super Admin,auth.loginFailed,Auth,cmtqv9to20000jv4ssyxfce20,"Percobaan login gagal (password salah) untuk ""Super Admin"""
2026-09-14T02:38:20.448Z,Super Admin,auth.loginFailed,Auth,cmtqv9to20000jv4ssyxfce20,"Percobaan login gagal (password salah) untuk ""Super Admin"""
2026-09-14T02:38:12.500Z,Super Admin,auth.loginFailed,Auth,cmtqv9to20000jv4ssyxfce20,"Percobaan login gagal (password salah) untuk ""Super Admin"""
2026-09-14T02:37:56.369Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-14T02:37:32.961Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-14T02:32:24.648Z,Rafif,auth.login,Auth,cmtr1g3d0000djvs018il0b8i,"""Rafif"" login"
2026-09-13T16:08:32.024Z,Wisnuazi,project.delete,Project,cmtzd5eug002hmp0106p4v560,"Menghapus project ""Prima 2"" beserta seluruh task dan dokumennya"
2026-09-13T16:08:23.911Z,Wisnuazi,project.delete,Project,cmts8vleb001wjvrs319cc5sk,"Menghapus project ""Project Prima"" beserta seluruh task dan dokumennya"
2026-09-13T16:08:16.068Z,Wisnuazi,project.delete,Project,cmtzd2v580001mp019gzmswgw,"Menghapus project ""Test Project"" beserta seluruh task dan dokumennya"
2026-09-13T16:08:02.201Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-13T16:07:29.944Z,Rafif,auth.login,Auth,cmtr1g3d0000djvs018il0b8i,"""Rafif"" login"
2026-09-13T16:06:58.505Z,Wisnuazi,materialRequest.review,MaterialRequest,cmu008sxs000arm01gmmd23kh,"Menyetujui pengajuan ""qw"" (project ""Prima 2"")"
2026-09-13T16:06:57.071Z,Wisnuazi,materialRequest.review,MaterialRequest,cmu008jin0005rm01mej2fycn,"Menyetujui pengajuan ""asdas"" (project ""Prima 2"")"
2026-09-13T16:06:43.722Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-13T16:04:50.966Z,Tarmono,materialRequest.submit,MaterialRequest,,"Mengajukan bahan baku ""qw"" untuk project ""Prima 2"" (MBOM)"
2026-09-13T16:04:38.773Z,Tarmono,materialRequest.submit,MaterialRequest,,"Mengajukan bahan baku ""asdas"" untuk project ""Prima 2"" (MBOM)"
2026-09-13T16:03:28.840Z,Tarmono,auth.login,Auth,cmtr1g3e4000qjvs0qkxak1vt,"""Tarmono"" login"
2026-09-13T16:03:27.572Z,Dirga,auth.login,Auth,cmtr1g3fu0015jvs0u5ztl62b,"""Dirga"" login"
2026-09-13T15:59:37.018Z,Tarmono,auth.login,Auth,cmtr1g3e4000qjvs0qkxak1vt,"""Tarmono"" login"
2026-09-13T15:59:36.159Z,Dirga,auth.login,Auth,cmtr1g3fu0015jvs0u5ztl62b,"""Dirga"" login"
2026-09-13T15:56:34.207Z,Tarmono,auth.login,Auth,cmtr1g3e4000qjvs0qkxak1vt,"""Tarmono"" login"
2026-09-13T15:56:01.650Z,Dirga,auth.login,Auth,cmtr1g3fu0015jvs0u5ztl62b,"""Dirga"" login"
2026-09-13T15:55:54.542Z,Angga,materialRequest.unlock,Project,cmtzd5eug002hmp0106p4v560,"Unlock pengajuan Bahan Baku project ""Prima 2"""
2026-09-13T15:55:48.202Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-13T15:55:33.941Z,Dirga,auth.login,Auth,cmtr1g3fu0015jvs0u5ztl62b,"""Dirga"" login"
2026-09-13T15:55:16.591Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-13T15:54:42.000Z,Dirga,auth.login,Auth,cmtr1g3fu0015jvs0u5ztl62b,"""Dirga"" login"
2026-09-13T15:54:33.886Z,Angga,materialRequest.lock,Project,cmtzd5eug002hmp0106p4v560,"Lock pengajuan Bahan Baku project ""Prima 2"""
2026-09-13T15:49:40.103Z,Angga,materialRequest.review,MaterialRequest,cmtzzp5o6000rt101ftfscl7q,"Menyetujui pengajuan ""asdasd"" (project ""Project Prima"")"
2026-09-13T15:49:34.369Z,Angga,materialRequest.submit,MaterialRequest,,"Mengajukan bahan baku ""asdasd"" untuk project ""Project Prima"""
2026-09-13T15:41:59.909Z,Angga,document.revision,ProjectDocument,cmtzd5eug002kmp01qjrfd4wg,Mengembalikan dokumen checklist project untuk direvisi
2026-09-13T15:41:45.930Z,Angga,materialRequest.review,MaterialRequest,cmtzyn4du0008t101tazt4xu9,"Menyetujui pengajuan ""DEC-068 smoke bad"" (project ""Prima 2"")"
2026-09-13T15:41:45.227Z,Angga,materialRequest.review,MaterialRequest,cmtzyn49l0003t101o3twme10,"Menyetujui pengajuan ""DEC-068 smoke pengajuan"" (project ""Prima 2"")"
2026-09-13T15:41:38.461Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-13T15:41:14.713Z,Dirga,auth.login,Auth,cmtr1g3fu0015jvs0u5ztl62b,"""Dirga"" login"
2026-09-13T15:20:34.113Z,Super Admin,materialRequest.unlock,Project,cmtzd5eug002hmp0106p4v560,"Unlock pengajuan Bahan Baku project ""Prima 2"""
2026-09-13T15:20:33.989Z,Super Admin,materialRequest.lock,Project,cmtzd5eug002hmp0106p4v560,"Lock pengajuan Bahan Baku project ""Prima 2"""
2026-09-13T15:19:59.758Z,Super Admin,materialRequest.submit,MaterialRequest,,"Mengajukan bahan baku ""DEC-068 smoke bad"" untuk project ""Prima 2"" (QBOM)"
2026-09-13T15:19:59.622Z,Super Admin,materialRequest.submit,MaterialRequest,,"Mengajukan bahan baku ""DEC-068 smoke pengajuan"" untuk project ""Prima 2"" (MBOM)"
2026-09-13T15:16:01.540Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-13T15:00:12.383Z,Angga,materialRequest.review,MaterialRequest,cmtzxw5z3001gmc01rbex3r96,"Menyetujui pengajuan ""rghrhrg"" (project ""Prima 2"")"
2026-09-13T15:00:11.530Z,Angga,materialRequest.review,MaterialRequest,cmtzxvr91001bmc01pl3bod0s,"Menyetujui pengajuan ""asdasfa"" (project ""Prima 2"")"
2026-09-13T14:59:58.421Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-13T14:59:38.330Z,Rafif,materialRequest.process,MaterialRequest,cmtzkbo55000vpl01pki760vo,"Memproses pengajuan ""asdsaff"" (project ""Prima 2"") menjadi COMPLETED"
2026-09-13T14:59:37.538Z,Rafif,materialRequest.process,MaterialRequest,cmtzkbscp0010pl01w39p3648,"Memproses pengajuan ""asfsaf"" (project ""Prima 2"") menjadi COMPLETED"
2026-09-13T14:59:32.917Z,Rafif,materialRequest.process,MaterialRequest,cmtzkbo55000vpl01pki760vo,"Memproses pengajuan ""asdsaff"" (project ""Prima 2"") menjadi PROCESSING"
2026-09-13T14:59:31.256Z,Rafif,materialRequest.process,MaterialRequest,cmtzkbscp0010pl01w39p3648,"Memproses pengajuan ""asfsaf"" (project ""Prima 2"") menjadi PROCESSING"
2026-09-13T14:59:17.853Z,Rafif,auth.login,Auth,cmtr1g3d0000djvs018il0b8i,"""Rafif"" login"
2026-09-13T14:59:02.106Z,Dirga,materialRequest.submit,MaterialRequest,,"Mengajukan bahan baku ""rghrhrg"" untuk project ""Prima 2"""
2026-09-13T14:58:43.023Z,Dirga,materialRequest.submit,MaterialRequest,,"Mengajukan bahan baku ""asdasfa"" untuk project ""Prima 2"""
2026-09-13T14:58:21.871Z,Dirga,auth.login,Auth,cmtr1g3fu0015jvs0u5ztl62b,"""Dirga"" login"
2026-09-13T14:57:29.160Z,Angga,document.approved,ProjectDocument,cmtzd5eug002kmp01qjrfd4wg,Menyetujui dokumen checklist project
2026-09-13T14:57:27.487Z,Angga,document.revision,ProjectDocument,cmtzd5eug002kmp01qjrfd4wg,Mengembalikan dokumen checklist project untuk direvisi
2026-09-13T14:57:23.343Z,Angga,document.approved,ProjectDocument,cmtzd5eug002kmp01qjrfd4wg,Menyetujui dokumen checklist project
2026-09-13T14:49:23.369Z,Angga,document.revision,ProjectDocument,cmtzd5eug002kmp01qjrfd4wg,Mengembalikan dokumen checklist project untuk direvisi
2026-09-13T14:49:21.917Z,Angga,document.approved,ProjectDocument,cmtzd5eug002kmp01qjrfd4wg,Menyetujui dokumen checklist project
2026-09-13T14:47:55.206Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-13T14:47:34.316Z,Tarmono,auth.login,Auth,cmtr1g3e4000qjvs0qkxak1vt,"""Tarmono"" login"
2026-09-13T14:45:52.853Z,Tarmono,auth.login,Auth,cmtr1g3e4000qjvs0qkxak1vt,"""Tarmono"" login"
2026-09-13T14:42:05.226Z,Super Admin,project.bomClosed,Project,cmtzd5eug002hmp0106p4v560,"Close BOM project ""Prima 2"" — 1 rekap Excel ter-generate"
2026-09-13T14:42:04.300Z,Super Admin,bomItem.purchasingUpdate,BomItem,cmtzxac8x0003mc01tog4zo46,"Memperbarui status pembelian item MBOM ""DEC-067 smoke test item"" (project ""Prima 2"") menjadi Sudah Sampai"
2026-09-13T14:42:04.163Z,Super Admin,bomItem.purchasingUpdate,BomItem,cmtzxac8x0003mc01tog4zo46,"Memperbarui status pembelian item MBOM ""DEC-067 smoke test item"" (project ""Prima 2"") menjadi Diproses"
2026-09-13T14:42:04.015Z,Super Admin,bomItem.review,BomItem,cmtzxac8x0003mc01tog4zo46,"Menyetujui item MBOM ""DEC-067 smoke test item"" (project ""Prima 2"")"
2026-09-13T14:42:03.850Z,Super Admin,bomItem.create,BomItem,cmtzxac8x0003mc01tog4zo46,"Mengajukan item MBOM ""DEC-067 smoke test item"" (project ""Prima 2"")"
2026-09-13T09:21:40.697Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-13T08:42:30.697Z,Rafif,auth.login,Auth,cmtr1g3d0000djvs018il0b8i,"""Rafif"" login"
2026-09-13T08:40:29.240Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-13T08:40:09.380Z,Rafif,auth.login,Auth,cmtr1g3d0000djvs018il0b8i,"""Rafif"" login"
2026-09-13T08:40:02.878Z,Angga,materialRequest.review,MaterialRequest,cmtzkbscp0010pl01w39p3648,"Menyetujui pengajuan ""asfsaf"" (project ""Prima 2"")"
2026-09-13T08:40:01.874Z,Angga,materialRequest.review,MaterialRequest,cmtzkbo55000vpl01pki760vo,"Menyetujui pengajuan ""asdsaff"" (project ""Prima 2"")"
2026-09-13T08:39:35.023Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-13T08:39:16.327Z,Dirga,materialRequest.submit,MaterialRequest,,"Mengajukan bahan baku ""asfsaf"" untuk project ""Prima 2"""
2026-09-13T08:39:10.883Z,Dirga,materialRequest.submit,MaterialRequest,,"Mengajukan bahan baku ""asdsaff"" untuk project ""Prima 2"""
2026-09-13T08:38:44.407Z,Dirga,auth.login,Auth,cmtr1g3fu0015jvs0u5ztl62b,"""Dirga"" login"
2026-09-13T08:33:34.257Z,Wisnuazi,sop.create,SOP,cmtzk4gf7000ppl01xlkqxnmg,"Membuat SOP ""1"""
2026-09-13T08:33:08.929Z,Wisnuazi,workflow.create,Workflow,cmtzk3wvp000lpl01gqjets63,"Membuat workflow ""1"""
2026-09-13T08:32:51.313Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-13T08:31:51.126Z,Super Admin,sop.delete,SOP,cmtzjtixd0009pl01q170tprr,"Menghapus SOP ""Smoke Test SOP"""
2026-09-13T08:31:51.031Z,Super Admin,workflow.delete,Workflow,cmtzjtisy0005pl010m0m9sse,"Menghapus workflow ""Smoke Test Workflow (renamed)"""
2026-09-13T08:31:50.918Z,Super Admin,workflow.update,Workflow,cmtzjtisy0005pl010m0m9sse,"Memperbarui workflow ""Smoke Test Workflow (renamed)"""
2026-09-13T08:25:04.287Z,Super Admin,sop.create,SOP,cmtzjtixd0009pl01q170tprr,"Membuat SOP ""Smoke Test SOP"""
2026-09-13T08:25:04.145Z,Super Admin,workflow.create,Workflow,cmtzjtisy0005pl010m0m9sse,"Membuat workflow ""Smoke Test Workflow"""
2026-09-13T08:24:20.863Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-13T08:23:35.144Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-13T08:08:08.056Z,Super Admin,asset.update,Asset,cmtrdtnaw0001jvxg6hohebxt,"Mengubah aset ""Bor Baterai"""
2026-09-13T08:05:29.009Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-13T08:04:58.561Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-13T08:04:36.883Z,Tarmono,auth.login,Auth,cmtr1g3e4000qjvs0qkxak1vt,"""Tarmono"" login"
2026-09-13T08:04:26.607Z,Angga,task.delete,Task,cmtzd5eum004omp016497vv80,"Menghapus task ""Packing Produk"" dari project ""Prima 2"""
2026-09-13T07:38:07.258Z,Super Admin,task.create,Task,,"Menambahkan task ""Task dengan stage"" di stage DESIGN pada project ""Project Prima"""
